Timestamp;atm_pm_1_0;atm_pm_10_0;atm_pm_2_5;co2;delta;hum;ma;temp
2025-11-08 15:34:51;1;4;3;402;0.36;;2.2;
2025-11-08 15:35:01;0;3;3;404;0.3;;2.3;
2025-11-08 15:35:11;0;1;1;402;-0.57;;2.3;
2025-11-08 15:35:22;1;3;2;400;-0.13;;2.3;
2025-11-08 15:35:32;0;1;1;403;-0.55;;2.2;
2025-11-08 15:35:42;1;2;2;404;-0.13;;2.3;
2025-11-08 15:35:52;0;2;2;404;-0.09;;2.2;
2025-11-08 15:36:02;1;3;3;402;0.36;;2.2;
2025-11-08 15:36:12;1;3;3;401;0.36;;2.2;
2025-11-08 15:36:22;0;2;2;400;-0.09;;2.2;
2025-11-08 15:36:32;0;3;3;404;0.36;;2.2;
2025-11-08 15:36:42;0;3;3;402;0.36;;2.2;
2025-11-08 15:36:52;0;3;3;401;0.25;;2.4;
2025-11-08 15:37:03;0;2;2;402;-0.17;;2.4;
2025-11-08 15:37:13;0;3;3;401;0.15;;2.6;
2025-11-08 15:37:23;0;3;2;402;-0.23;;2.6;
2025-11-08 15:37:33;0;3;2;400;-0.23;;2.6;
2025-11-08 15:37:43;0;4;3;403;0.15;;2.6;
2025-11-08 15:37:53;0;1;1;400;-0.58;;2.4;
2025-11-08 15:38:03;0;4;3;402;0.2;;2.5;
2025-11-08 15:38:13;0;3;3;404;0.2;;2.5;
2025-11-08 15:38:24;0;1;1;401;-0.57;;2.3;
2025-11-08 15:38:34;0;2;2;400;-0.09;;2.2;
2025-11-08 15:38:44;0;2;2;404;-0.09;;2.2;
2025-11-08 15:38:54;0;2;2;400;-0.05;;2.1;
2025-11-08 15:39:04;0;2;2;403;-0.05;;2.1;
2025-11-08 15:39:14;0;1;1;402;-0.5;;2.0;
2025-11-08 15:39:24;0;3;3;403;0.5;;2.0;
2025-11-08 15:39:34;0;3;3;404;0.36;;2.2;
2025-11-08 15:39:44;0;2;2;403;-0.05;;2.1;
2025-11-08 15:39:55;0;1;1;403;-0.47;;1.9;
2025-11-08 15:40:05;0;2;2;403;0.0;;2.0;
2025-11-08 15:40:15;0;2;1;400;-0.47;;1.9;
2025-11-08 15:40:25;0;4;3;403;0.5;;2.0;
2025-11-08 15:40:35;0;3;3;400;0.43;;2.1;
2025-11-08 15:40:45;0;1;1;400;-0.5;;2.0;
2025-11-08 15:40:55;0;0;0;401;-1.0;;1.9;
2025-11-08 15:41:05;0;0;0;403;-1.0;;1.6;
2025-11-08 15:41:15;0;1;1;402;-0.29;;1.4;
2025-11-08 15:41:26;0;2;2;404;0.43;;1.4;
2025-11-08 15:41:36;0;3;2;401;0.33;;1.5;
2025-11-08 15:41:46;0;3;2;403;0.33;;1.5;
2025-11-08 15:41:56;0;2;2;404;0.25;;1.6;
2025-11-08 15:42:06;0;2;1;400;-0.29;;1.4;
2025-11-08 15:42:16;0;5;3;403;1.14;;1.4;
2025-11-08 15:42:26;0;3;2;401;0.33;;1.5;
2025-11-08 15:42:36;0;3;1;401;-0.38;;1.6;
2025-11-08 15:42:46;0;4;2;400;0.11;;1.8;
2025-11-08 15:42:57;0;2;1;401;-0.44;;1.8;
2025-11-08 15:43:07;0;2;1;400;-0.41;;1.7;
2025-11-08 15:43:17;0;2;2;401;0.18;;1.7;
2025-11-08 15:43:27;0;1;1;402;-0.38;;1.6;
2025-11-08 15:43:37;0;2;2;401;0.25;;1.6;
2025-11-08 15:43:47;0;2;2;401;0.18;;1.7;
2025-11-08 15:43:57;0;1;1;402;-0.33;;1.5;
2025-11-08 15:44:07;0;2;2;400;0.33;;1.5;
2025-11-08 15:44:17;0;4;3;403;0.76;;1.7;
2025-11-08 15:44:28;0;3;3;400;0.67;;1.8;
2025-11-08 15:44:38;0;3;3;403;0.5;;2.0;
2025-11-08 15:44:48;0;3;2;402;-0.05;;2.1;
2025-11-08 15:44:58;0;1;1;400;-0.5;;2.0;
2025-11-08 15:45:08;0;1;1;401;-0.5;;2.0;
2025-11-08 15:45:18;0;1;1;400;-0.47;;1.9;
2025-11-08 15:45:28;0;2;1;403;-0.44;;1.8;
2025-11-08 15:45:38;0;3;2;401;0.05;;1.9;
2025-11-08 15:45:48;0;5;4;403;0.9;;2.1;
2025-11-08 15:45:59;0;3;3;400;0.43;;2.1;
2025-11-08 15:46:09;0;1;1;401;-0.47;;1.9;
2025-11-08 15:46:19;0;2;1;403;-0.41;;1.7;
2025-11-08 15:46:29;0;2;2;402;0.18;;1.7;
2025-11-08 15:46:39;0;3;3;403;0.58;;1.9;
2025-11-08 15:46:49;0;4;4;401;0.82;;2.2;
2025-11-08 15:46:59;0;4;4;400;0.6;;2.5;
2025-11-08 15:47:09;0;2;2;401;-0.23;;2.6;
2025-11-08 15:47:19;0;2;2;404;-0.23;;2.6;
2025-11-08 15:47:30;0;2;2;401;-0.17;;2.4;
2025-11-08 15:47:40;0;3;2;403;-0.13;;2.3;
2025-11-08 15:47:50;0;3;1;404;-0.57;;2.3;
2025-11-08 15:48:00;0;2;1;401;-0.57;;2.3;
2025-11-08 15:48:10;0;1;1;402;-0.55;;2.2;
2025-11-08 15:48:20;0;2;2;401;-0.05;;2.1;
2025-11-08 15:48:30;0;1;1;400;-0.44;;1.8;
2025-11-08 15:48:40;0;2;2;400;0.25;;1.6;
2025-11-08 15:48:50;0;2;2;402;0.25;;1.6;
2025-11-08 15:49:01;0;3;1;400;-0.33;;1.5;
2025-11-08 15:49:11;0;2;2;400;0.33;;1.5;
2025-11-08 15:49:21;0;3;3;402;0.88;;1.6;
2025-11-08 15:49:31;0;2;2;404;0.18;;1.7;
2025-11-08 15:49:41;0;1;1;403;-0.41;;1.7;
2025-11-08 15:49:51;0;2;2;400;0.11;;1.8;
2025-11-08 15:50:01;0;3;2;403;0.11;;1.8;
2025-11-08 15:50:11;0;2;1;400;-0.44;;1.8;
2025-11-08 15:50:21;0;2;1;402;-0.41;;1.7;
2025-11-08 15:50:32;0;3;1;402;-0.38;;1.6;
2025-11-08 15:50:42;0;2;0;404;-1.0;;1.5;
2025-11-08 15:50:52;0;2;0;403;-1.0;;1.3;
2025-11-08 15:51:02;0;4;2;401;0.67;;1.2;
2025-11-08 15:51:12;0;4;2;401;0.67;;1.2;
2025-11-08 15:51:22;0;3;2;402;0.54;;1.3;
2025-11-08 15:51:32;0;4;3;403;1.14;;1.4;
2025-11-08 15:51:42;0;3;3;404;1.0;;1.5;
2025-11-08 15:51:52;0;3;3;403;0.76;;1.7;
2025-11-08 15:52:03;0;3;2;404;0.11;;1.8;
2025-11-08 15:52:13;0;2;2;402;0.05;;1.9;
2025-11-08 15:52:23;0;2;2;402;-0.05;;2.1;
2025-11-08 15:52:33;0;2;2;400;-0.13;;2.3;
2025-11-08 15:52:43;0;1;1;403;-0.55;;2.2;
2025-11-08 15:52:53;0;1;0;403;-1.0;;2.0;
2025-11-08 15:53:03;0;2;1;403;-0.47;;1.9;
2025-11-08 15:53:13;0;3;2;400;0.11;;1.8;
2025-11-08 15:53:23;0;3;2;400;0.18;;1.7;
2025-11-08 15:53:34;0;2;1;404;-0.33;;1.5;
2025-11-08 15:53:44;0;2;2;402;0.33;;1.5;
2025-11-08 15:53:54;0;1;1;400;-0.29;;1.4;
2025-11-08 15:54:04;0;1;1;401;-0.23;;1.3;
2025-11-08 15:54:14;0;1;1;400;-0.17;;1.2;
2025-11-08 15:54:24;0;2;1;403;-0.17;;1.2;
2025-11-08 15:54:34;0;2;1;401;-0.23;;1.3;
2025-11-08 15:54:44;0;2;1;403;-0.23;;1.3;
2025-11-08 15:54:55;0;3;2;404;0.54;;1.3;
2025-11-08 15:55:05;0;3;2;402;0.54;;1.3;
2025-11-08 15:55:15;0;3;3;404;1.0;;1.5;
2025-11-08 15:55:25;0;3;2;404;0.33;;1.5;
2025-11-08 15:55:35;0;2;1;404;-0.33;;1.5;
2025-11-08 15:55:45;0;1;1;401;-0.33;;1.5;
2025-11-08 15:55:55;0;3;3;403;0.76;;1.7;
2025-11-08 15:56:05;0;2;2;404;0.11;;1.8;
2025-11-08 15:56:15;0;3;3;404;0.5;;2.0;
2025-11-08 15:56:25;0;2;2;401;-0.05;;2.1;
2025-11-08 15:56:36;0;1;1;400;-0.5;;2.0;
2025-11-08 15:56:46;0;1;1;402;-0.47;;1.9;
2025-11-08 15:56:56;0;2;0;404;-1.0;;1.6;
2025-11-08 15:57:06;0;2;0;403;-1.0;;1.4;
2025-11-08 15:57:16;0;3;1;400;-0.29;;1.4;
2025-11-08 15:57:26;0;2;0;400;-1.0;;1.3;
2025-11-08 15:57:36;0;3;3;402;1.31;;1.3;
2025-11-08 15:57:46;0;3;3;404;1.14;;1.4;
2025-11-08 15:57:57;0;3;3;402;1.14;;1.4;
2025-11-08 15:58:07;0;2;2;401;0.43;;1.4;
2025-11-08 15:58:17;0;2;2;400;0.33;;1.5;
2025-11-08 15:58:27;0;3;3;404;0.76;;1.7;
2025-11-08 15:58:37;0;2;1;400;-0.44;;1.8;
2025-11-08 15:58:47;0;1;1;401;-0.47;;1.9;
2025-11-08 15:58:57;0;3;3;403;0.43;;2.1;
2025-11-08 15:59:07;0;4;3;403;0.25;;2.4;
2025-11-08 15:59:17;0;4;3;403;0.25;;2.4;
2025-11-08 15:59:28;0;3;3;402;0.25;;2.4;
2025-11-08 15:59:38;0;3;2;400;-0.13;;2.3;
2025-11-08 15:59:48;0;3;3;401;0.25;;2.4;
2025-11-08 15:59:58;0;2;2;403;-0.17;;2.4;
2025-11-08 16:00:08;0;3;2;404;-0.13;;2.3;
2025-11-08 16:00:18;0;3;3;403;0.2;;2.5;
2025-11-08 16:00:28;0;2;1;402;-0.6;;2.5;
2025-11-08 16:00:38;0;2;1;401;-0.57;;2.3;
2025-11-08 16:00:48;0;3;2;401;-0.09;;2.2;
2025-11-08 16:00:58;0;2;1;401;-0.5;;2.0;
2025-11-08 16:01:09;0;3;2;400;0.05;;1.9;
2025-11-08 16:01:19;0;3;2;404;0.05;;1.9;
2025-11-08 16:01:29;0;4;2;400;0.11;;1.8;
2025-11-08 16:01:39;0;1;1;400;-0.41;;1.7;
2025-11-08 16:01:49;0;1;1;404;-0.38;;1.6;
2025-11-08 16:01:59;0;2;1;402;-0.29;;1.4;
2025-11-08 16:02:09;0;1;1;403;-0.29;;1.4;
2025-11-08 16:02:19;0;2;2;403;0.33;;1.5;
2025-11-08 16:02:30;0;2;1;400;-0.29;;1.4;
2025-11-08 16:02:40;0;2;2;404;0.33;;1.5;
2025-11-08 16:02:50;0;2;2;400;0.33;;1.5;
2025-11-08 16:03:00;0;2;2;400;0.33;;1.5;
2025-11-08 16:03:10;0;2;2;404;0.33;;1.5;
2025-11-08 16:03:20;0;2;2;402;0.25;;1.6;
2025-11-08 16:03:30;0;3;2;401;0.18;;1.7;
2025-11-08 16:03:40;0;1;1;404;-0.41;;1.7;
2025-11-08 16:03:50;0;1;1;403;-0.41;;1.7;
2025-11-08 16:04:00;0;3;2;402;0.18;;1.7;
2025-11-08 16:04:11;0;4;3;403;0.58;;1.9;
2025-11-08 16:04:21;0;2;1;404;-0.44;;1.8;
2025-11-08 16:04:31;0;5;2;404;0.11;;1.8;
2025-11-08 16:04:41;0;4;3;402;0.58;;1.9;
2025-11-08 16:04:51;0;3;2;400;0.05;;1.9;
2025-11-08 16:05:01;0;5;2;400;0.05;;1.9;
2025-11-08 16:05:11;0;3;3;401;0.5;;2.0;
